taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6JP4H	Fridericia triplinervia (Mart. ex DC.) L.G.Lohmann	6JP4H	Fridericia triplinervia (Mart. ex DC.) L.G.Lohmann	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Fridericia	4L5L	Fridericia triplinervia	6JP4H	
4PNKC	Psychotria carthagenensis Jacq.	4PNKC	Psychotria carthagenensis Jacq.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Psychotria	8VSFT	Psychotria carthagenensis	4PNKC	LC
3C3R5	Eugenia acutata Miq.	3C3R5	Eugenia acutata Miq.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia acutata	3C3R5	LC
5ZRG8	Combretum laxum Jacq.	5ZRG8	Combretum laxum Jacq.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Combretaceae	8GM	Combretum	3SRG	Combretum laxum	5ZRG8	LC
72PYQ	Lundia obliqua Sond.	72PYQ	Lundia obliqua Sond.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Lundia	639R8	Lundia obliqua	72PYQ	
YBTC	Cordia trichotoma (Vell.) Arráb. ex Steud.	YBTC	Cordia trichotoma (Vell.) Arráb. ex Steud.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Boraginales	TW	Cordiaceae	7NGXW	Cordia	62MK7	Cordia trichotoma	YBTC	LC
3C5HT	Eugenia moraviana O.Berg	3C5GY	Eugenia modesta DC.	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia modesta	3C5GY	
9ZBG	Adenocalymma coriaceum A.DC.	9ZBG	Adenocalymma coriaceum A.DC.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Adenocalymma	C8RNZ	Adenocalymma coriaceum	9ZBG	
3WK8H	Lycianthes repens (Spreng.) Bitter	3WK8H	Lycianthes repens (Spreng.) Bitter	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Lycianthes	5HJQ	Lycianthes repens	3WK8H	
3C648	Eugenia repanda O.Berg	3C648	Eugenia repanda O.Berg	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia repanda	3C648	LC
6HYN9	Ficus obtusifolia Kunth	6HYN9	Ficus obtusifolia Kunth	5	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Moraceae	CXM	Ficus	4JYX	Ficus obtusifolia	6HYN9	LC
3XW3V	Mansoa difficilis (Cham.) Bureau & K.Schum.	3XW3V	Mansoa difficilis (Cham.) Bureau & K.Schum.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Mansoa	5KYK	Mansoa difficilis	3XW3V	
MQWZ	Bouchea fluminensis (Vell.) Moldenke	LX6KV	Bouchea pseudogervoa (A.St.-Hil.) Cham.	4	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Bouchea	99DTH	Bouchea pseudogervoa	LX6KV	
4M7JJ	Pouteria gardneriana (A.DC.) Radlk.	CDFLZ	Labatia gardneriana (A.DC.) Alves-Araújo	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Ericales	625QY	Sapotaceae	SMQQD	Labatia	8WGYC	Labatia gardneriana	CDFLZ	
9YR3H	Guarea macrophylla subsp. spiciflora (A.Juss.) T.D.Penn.	9YR3H	Guarea macrophylla subsp. spiciflora (A.Juss.) T.D.Penn.	2	SUBSPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Guarea	4RDC	Guarea macrophylla	3HJDP	
76R3Q	Peperomia circinnata Link	76R3Q	Peperomia circinnata Link	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia circinnata	76R3Q	
LQ8H	Bia alienata Didr.	LQ8H	Bia alienata Didr.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Bia	8VVKG	Bia alienata	LQ8H	
6N8FM	Ipomoea ramosissima (Poir.) Choisy	6N8FM	Ipomoea ramosissima (Poir.) Choisy	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea ramosissima	6N8FM	LC
3CCMN	Eumachia cephalantha (Müll.Arg.) Delprete & J.H.Kirkbr.	3CCMN	Eumachia cephalantha (Müll.Arg.) Delprete & J.H.Kirkbr.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Eumachia	8WFP2	Eumachia cephalantha	3CCMN	LC
346X	Asplenium L.	346X	Asplenium L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X			
63FTJ	Odontadenia Benth.	63FTJ	Odontadenia Benth.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Odontadenia	63FTJ			
6RL3F	Mikania salviifolia Gardner	6RL3F	Mikania salviifolia Gardner	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Mikania	5SQY	Mikania salviifolia	6RL3F	
5J4SB	Inga vera subsp. affinis (DC.) T.D.Penn.	3PPCP	Inga affinis DC.	5	SUBSPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Inga	9CL35	Inga affinis	3PPCP	
765HJ	Paullinia elegans Cambess.	765HJ	Paullinia elegans Cambess.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Paullinia	6JPH	Paullinia elegans	765HJ	
87Q3	Wedelia Jacq.	87Q3	Wedelia Jacq.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Wedelia	87Q3			
8W3MJ	Smilax L.	8W3MJ	Smilax L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Liliales	623DL	Smilacaceae	GCL	Smilax	8W3MJ			
7NKM	Stigmaphyllon A.Juss.	7NKM	Stigmaphyllon A.Juss.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Stigmaphyllon	7NKM			
62PPM	Cupania L.	62PPM	Cupania L.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Cupania	62PPM			
8W2ZL	Randia Houst. ex L.	8W2ZL	Randia Houst. ex L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Randia	8W2ZL			
6TTJH	Paullinia rhomboidea Radlk.	6TTJH	Paullinia rhomboidea Radlk.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Paullinia	6JPH	Paullinia rhomboidea	6TTJH	
76P9P	Peperomia armondii Yunck.	76P9P	Peperomia armondii Yunck.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia armondii	76P9P	
4WP4S	Senegalia velutina (DC.) Seigler & Ebinger	4WP4S	Senegalia velutina (DC.) Seigler & Ebinger	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senegalia	63SM7	Senegalia velutina	4WP4S	
45KQ	Dimerostemma Cass.	45KQ	Dimerostemma Cass.	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Dimerostemma	45KQ			
7FV4	Serjania Mill.	7FV4	Serjania Mill.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4			
4WVWC	Serjania caracasana (Jacq.) Willd.	4WVWC	Serjania caracasana (Jacq.) Willd.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania caracasana	4WVWC	
9CLTX	Pseudopiptadenia Rauschert	9CSXD	Pityrocarpa (Benth. & Hook.f.) Britton & Rose	1	GENUS	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Pityrocarpa	9CSXD			
76SVY	Pereskia aculeata Mill.	76SVY	Pereskia aculeata Mill.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Cactaceae	7HS	Pereskia	63KWK	Pereskia aculeata	76SVY	LC
4X2MC	Setaria sulcata Raddi	4X2MC	Setaria sulcata Raddi	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Setaria	8W3JT	Setaria sulcata	4X2MC	
33ZZM	Dalechampia stipulacea Müll.Arg.	33ZZM	Dalechampia stipulacea Müll.Arg.	6	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Dalechampia	8VWQP	Dalechampia stipulacea	33ZZM	
56HCW	Thinouia ternata Radlk.	56HCW	Thinouia ternata Radlk.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Thinouia	7VZ8	Thinouia ternata	56HCW	
4WVWS	Serjania communis Cambess.	4WVWS	Serjania communis Cambess.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania communis	4WVWS	
4QGM	Gouania Jacq.	4QGM	Gouania Jacq.	4	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Rhamnaceae	FN6	Gouania	4QGM			
CD9	Malpighiaceae Juss.	CD9	Malpighiaceae Juss.	3	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9					
5Z2LL	Chrysophyllum gonocarpum (Mart. & Eichler) Engl.	CCXTK	Chloroluma gonocarpa (Mart. & Eichler) Baill. ex Aubrév.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Ericales	625QY	Sapotaceae	SMQQD	Chloroluma	8WD9X	Chloroluma gonocarpa	CCXTK	
T5VY	Cestrum strigillatum Ruiz & Pav.	T5VY	Cestrum strigillatum Ruiz & Pav.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Cestrum	3LBQ	Cestrum strigillatum	T5VY	LC
6MT3W	Hyptis mutabilis (Rich.) Briq.	QPLJ	Cantinoa mutabilis (Rich.) Harley & J.F.B.Pastore	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Cantinoa	8WCYC	Cantinoa mutabilis	QPLJ	
4WW4T	Serjania pinnatifolia Radlk.	4WW4T	Serjania pinnatifolia Radlk.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania pinnatifolia	4WW4T	
6YTKV	Solanum oocarpum Sendtn.	6YTKV	Solanum oocarpum Sendtn.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solanum	63SD9	Solanum oocarpum	6YTKV	LC
3C4QL	Eugenia florida DC.	3C4QL	Eugenia florida DC.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia florida	3C4QL	LC
3SC8Q	Lasiacis ligulata Hitchc. & Chase	3SC8Q	Lasiacis ligulata Hitchc. & Chase	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Lasiacis	8VYQN	Lasiacis ligulata	3SC8Q	
7JDKD	Bauhinia forficata subsp. forficata	7JDKD	Bauhinia forficata subsp. forficata	2	SUBSPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia forficata	L3Z4	
9CKBG	Centrosema (DC.) Benth.	9CKBG	Centrosema (DC.) Benth.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Centrosema	9CKBG			
BTB	Lauraceae Juss.	BTB	Lauraceae Juss.	5	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB					
4Y3N3	Solanum paniculatum L.	4Y3N3	Solanum paniculatum L.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solanum	63SD9	Solanum paniculatum	4Y3N3	LC
6VMHZ	Pisonia aculeata L.	6VMHZ	Pisonia aculeata L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Nyctaginaceae	DG4	Pisonia	6QWP	Pisonia aculeata	6VMHZ	LC
3QWQM	Justicia lythroides (Nees) V.A.W.Graham	3QWQM	Justicia lythroides (Nees) V.A.W.Graham	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Justicia	572G	Justicia lythroides	3QWQM	
64TFQ	Aechmea distichantha Lem.	64TFQ	Aechmea distichantha Lem.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Bromeliaceae	622GQ	Aechmea	8VTBL	Aechmea distichantha	64TFQ	
6KXF	Peperomia Ruiz & Pav.	6KXF	Peperomia Ruiz & Pav.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF			
36CYL	Dioscorea multiflora Mart. ex Griseb.	36CYL	Dioscorea multiflora Mart. ex Griseb.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Dioscoreales	34W	Dioscoreaceae	623Y5	Dioscorea	8VRRX	Dioscorea multiflora	36CYL	
67J25	Anthurium sellowianum Kunth	67J25	Anthurium sellowianum Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Alismatales	62287	Araceae	6M4	Anthurium	8VTYD	Anthurium sellowianum	67J25	
54TFJ	Tapirira guianensis Aubl.	54TFJ	Tapirira guianensis Aubl.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Anacardiaceae	6CK	Tapirira	7SPW	Tapirira guianensis	54TFJ	LC
6V33R	Peperomia claussenii Yunck.	6V33R	Peperomia claussenii Yunck.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia claussenii	6V33R	
45DDL	Myroxylon peruiferum L.f.	45DDL	Myroxylon peruiferum L.f.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Myroxylon	9CLDP	Myroxylon peruiferum	45DDL	LC
5VLX4	Aphelandra schottiana (Nees) Profice	5VLX4	Aphelandra schottiana (Nees) Profice	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Aphelandra	YCM	Aphelandra schottiana	5VLX4	
R5RW	Cardiospermum grandiflorum Sw.	R5RW	Cardiospermum grandiflorum Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Cardiospermum	3HFG	Cardiospermum grandiflorum	R5RW	
8VVV7	Calathea G.Mey.	8VVV7	Calathea G.Mey.	4	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Zingiberales	4C2	Marantaceae	624K3	Calathea	8VVV7			
52KQG	Stifftia parviflora (Leandro) D.Don	52KQG	Stifftia parviflora (Leandro) D.Don	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Stifftia	7NK7	Stifftia parviflora	52KQG	LC
6Z4ZY	Solanum scuticum M.Nee	6Z4ZY	Solanum scuticum M.Nee	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solanum	63SD9	Solanum scuticum	6Z4ZY	
3QVZH	Justicia brasiliana Roth	3QVZH	Justicia brasiliana Roth	9	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Justicia	572G	Justicia brasiliana	3QVZH	
5YH93	Chromolaena laevigata (Lam.) R.M.King & H.Rob.	5YH93	Chromolaena laevigata (Lam.) R.M.King & H.Rob.	9	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Chromolaena	3PBP	Chromolaena laevigata	5YH93	
4M7JZ	Pouteria grandiflora (A.DC.) Baehni	3WD33	Lucuma grandiflora A.DC.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Ericales	625QY	Sapotaceae	SMQQD	Lucuma	8WHDB	Lucuma grandiflora	3WD33	
QJWM	Canavalia parviflora Benth.	QJWM	Canavalia parviflora Benth.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Canavalia	9CK9H	Canavalia parviflora	QJWM	
66LK	Ocotea Aubl.	66LK	Ocotea Aubl.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB	Ocotea	66LK			
4WW4V	Serjania platycarpa Benth.	4WW4V	Serjania platycarpa Benth.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania platycarpa	4WW4V	
69DBN	Casearia sylvestris Sw.	69DBN	Casearia sylvestris Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Salicaceae	FWG	Casearia	3J29	Casearia sylvestris	69DBN	LC
53JFR	Swartzia pilulifera Benth.	53JFR	Swartzia pilulifera Benth.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Swartzia	9CM5R	Swartzia pilulifera	53JFR	LC
S4TP	Celtis pubescens (F.Dietr.) Spreng.	5XGJM	Celtis iguanaea (Jacq.) Sarg.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Cannabaceae	7NV	Celtis	3K3G	Celtis iguanaea	5XGJM	
47DWX	Niedenzuella mogoriifolia (A.Juss.) W.R.Anderson	47DWX	Niedenzuella mogoriifolia (A.Juss.) W.R.Anderson	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Niedenzuella	6429	Niedenzuella mogoriifolia	47DWX	
3LWVM	Hildaea ruprechtii (Döll) C.Silva & R.P.Oliveira	6MSD8	Ichnanthus ruprechtii Döll	3	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Ichnanthus	8VYGM	Ichnanthus ruprechtii	6MSD8	
6YGPD	Senegalia paraensis (Ducke) Seigler & Ebinger	6YGPD	Senegalia paraensis (Ducke) Seigler & Ebinger	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senegalia	63SM7	Senegalia paraensis	6YGPD	
65337	Adenocalymma scabriusculum Mart. ex DC.	65337	Adenocalymma scabriusculum Mart. ex DC.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Adenocalymma	C8RNZ	Adenocalymma scabriusculum	65337	
5VJ2N	Anthurium solitarium Schott	5VJ2N	Anthurium solitarium Schott	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Alismatales	62287	Araceae	6M4	Anthurium	8VTYD	Anthurium solitarium	5VJ2N	
3JHJ8	Hamelia patens Jacq.	3JHJ8	Hamelia patens Jacq.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Hamelia	8VY3L	Hamelia patens	3JHJ8	LC
67J6P	Anthurium pentaphyllum (Aubl.) G.Don	67J6P	Anthurium pentaphyllum (Aubl.) G.Don	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Alismatales	62287	Araceae	6M4	Anthurium	8VTYD	Anthurium pentaphyllum	67J6P	
BS3N	Alicia anisopetala (A.Juss.) W.R.Anderson	BS3N	Alicia anisopetala (A.Juss.) W.R.Anderson	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Alicia	628R4	Alicia anisopetala	BS3N	
T5R8	Cestrum mariquitense Kunth	T5R8	Cestrum mariquitense Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Cestrum	3LBQ	Cestrum mariquitense	T5R8	LC
4J6BD	Piper umbellatum L.	4J6BD	Piper umbellatum L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Piper	6QRC	Piper umbellatum	4J6BD	
62WB5	Ipomoea L.	62WB5	Ipomoea L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5			
3H75	Capsicum L.	3H75	Capsicum L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Capsicum	3H75			
9CKBY	Chamaecrista (L.) Moench	9CKBY	Chamaecrista (L.) Moench	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Chamaecrista	9CKBY			
8VRY5	Euphorbia L.	8VRY5	Euphorbia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Euphorbia	8VRY5			
3K3G	Celtis L.	3K3G	Celtis L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Cannabaceae	7NV	Celtis	3K3G			
8VYGH	Hyptis Jacq.	8VYGH	Hyptis Jacq.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Hyptis	8VYGH			
8VZ57	Manettia Mutis ex L.	8VZ57	Manettia Mutis ex L.	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Manettia	8VZ57			
5468B	Syzygium jambos (L.) Alston	5468B	Syzygium jambos (L.) Alston	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Syzygium	7RPB	Syzygium jambos	5468B	LC
884G	Wissadula Medik.	884G	Wissadula Medik.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Wissadula	884G			
638WV	Lepidaploa (Cass.) Cass.	638WV	Lepidaploa (Cass.) Cass.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Lepidaploa	638WV			
4J6VK	Piptadenia gonoacantha (Mart.) J.F.Macbr.	4J6VK	Piptadenia gonoacantha (Mart.) J.F.Macbr.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Piptadenia	9CLPM	Piptadenia gonoacantha	4J6VK	LC
4FLN	Eugenia P.Micheli ex L.	4FLN	Eugenia P.Micheli ex L.	7	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN			
7PVM	Styrax L.	7PVM	Styrax L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Ericales	625QY	Styracaceae	KVVQX	Styrax	7PVM			
8VSFT	Psychotria L.	8VSFT	Psychotria L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Psychotria	8VSFT			
Z2SN	Coussarea hydrangeifolia (Benth.) Benth. & Hook. ex Müll.Arg.	Z2SN	Coussarea hydrangeifolia (Benth.) Benth. & Hook. ex Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Coussarea	8VWJ2	Coussarea hydrangeifolia	Z2SN	LC
